TABLE NO.  2
 ETA1        ETA2        ETA3        ETA4        ETA5
  0.0000E+00  1.1312E-01 -9.3337E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1312E-01 -9.3337E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1312E-01 -9.3337E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.1312E-01 -9.3337E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -3.7978E-02 -9.3986E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.7978E-02 -9.3986E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.7978E-02 -9.3986E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.7978E-02 -9.3986E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.7978E-02 -9.3986E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.7978E-02 -9.3986E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -3.7978E-02 -9.3986E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.9339E-01  4.8345E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9339E-01  4.8345E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9339E-01  4.8345E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9339E-01  4.8345E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9339E-01  4.8345E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4706E-01  2.7317E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4706E-01  2.7317E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4706E-01  2.7317E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4706E-01  2.7317E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4706E-01  2.7317E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.4706E-01  2.7317E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1241E-01  5.6271E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1241E-01  5.6271E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1241E-01  5.6271E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1241E-01  5.6271E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1241E-01  5.6271E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.1241E-01  5.6271E-02  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.5330E-01 -7.1380E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.7547E-01  4.1300E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.7547E-01  4.1300E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.7547E-01  4.1300E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.7547E-01  4.1300E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.7547E-01  4.1300E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.7547E-01  4.1300E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -8.0097E-01  5.8738E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -8.0097E-01  5.8738E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -8.0097E-01  5.8738E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -8.0097E-01  5.8738E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -8.0097E-01  5.8738E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -8.0097E-01  5.8738E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.2534E-01  1.7233E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2534E-01  1.7233E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2534E-01  1.7233E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.2534E-01  1.7233E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3647E-01  7.5769E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3647E-01  7.5769E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3647E-01  7.5769E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3647E-01  7.5769E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3647E-01  7.5769E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.3647E-01  7.5769E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.1000E-01 -3.2293E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.1000E-01 -3.2293E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.1000E-01 -3.2293E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.1000E-01 -3.2293E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.1000E-01 -3.2293E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.1000E-01 -3.2293E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.0665E-01 -5.0042E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0665E-01 -5.0042E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0665E-01 -5.0042E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0665E-01 -5.0042E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0665E-01 -5.0042E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0665E-01 -5.0042E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0665E-01 -5.0042E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0140E-01  3.6616E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0140E-01  3.6616E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0140E-01  3.6616E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0140E-01  3.6616E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0140E-01  3.6616E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.0140E-01  3.6616E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3169E-01  2.0110E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3169E-01  2.0110E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3169E-01  2.0110E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3169E-01  2.0110E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3169E-01  2.0110E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.3169E-01  2.0110E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6414E-01 -2.2631E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6414E-01 -2.2631E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6414E-01 -2.2631E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6414E-01 -2.2631E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6414E-01 -2.2631E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6414E-01 -2.2631E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -2.6414E-01 -2.2631E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8760E-01 -3.0409E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8760E-01 -3.0409E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8760E-01 -3.0409E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8760E-01 -3.0409E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8760E-01 -3.0409E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.8760E-01 -3.0409E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.4155E-01 -6.3891E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4155E-01 -6.3891E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4155E-01 -6.3891E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4155E-01 -6.3891E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.4155E-01 -6.3891E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.9835E-02  7.7090E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9835E-02  7.7090E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9835E-02  7.7090E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9835E-02  7.7090E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9835E-02  7.7090E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.9835E-02  7.7090E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0826E-01  5.3385E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0826E-01  5.3385E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0826E-01  5.3385E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0826E-01  5.3385E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0826E-01  5.3385E-01  0.0000E+00  0.0000E+00
  0.0000E+00  9.9303E-01  5.9916E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.9303E-01  5.9916E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.9303E-01  5.9916E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.9303E-01  5.9916E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.9303E-01  5.9916E-02  0.0000E+00  0.0000E+00
  0.0000E+00  9.9303E-01  5.9916E-02  0.0000E+00  0.0000E+00
  0.0000E+00  3.8805E-01  4.9992E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8805E-01  4.9992E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8805E-01  4.9992E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8805E-01  4.9992E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8805E-01  4.9992E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.8805E-01  4.9992E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2367E-01  3.8400E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2367E-01  3.8400E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2367E-01  3.8400E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2367E-01  3.8400E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2367E-01  3.8400E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2367E-01  3.8400E-01  0.0000E+00  0.0000E+00
  0.0000E+00  6.9027E-01  8.4423E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9027E-01  8.4423E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9027E-01  8.4423E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9027E-01  8.4423E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9027E-01  8.4423E-02  0.0000E+00  0.0000E+00
  0.0000E+00  6.9027E-01  8.4423E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -9.4920E-02  1.2778E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  4.4463E-01  7.6665E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00  1.2066E-01 -3.9874E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.7191E-02  1.4529E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1895E-01 -2.3595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.8935E-01 -1.5075E-01  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  3.0521E-01 -1.3745E+00  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2672E-01  1.4196E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -1.9813E-01  3.8220E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.6201E-02 -2.2341E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  4.0544E-01 -5.7426E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  5.9704E-02 -6.4387E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00  1.2722E-01  1.0227E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1442E+00  7.0073E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1442E+00  7.0073E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1442E+00  7.0073E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1442E+00  7.0073E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1442E+00  7.0073E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -1.1442E+00  7.0073E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00 -4.4861E-01  9.5199E-02  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00  7.9103E-01 -1.4053E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4844E-01  7.4595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4844E-01  7.4595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4844E-01  7.4595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4844E-01  7.4595E-01  0.0000E+00  0.0000E+00
  0.0000E+00 -5.4844E-01  7.4595E-01  0.0000E+00  0.0000E+00
