TABLE NO.  1
 ROW         TVKA        TVV2        TVV3        TVCL        KA          V2          V3          CL          Q           IPRED       Y           DV          PRED        RES         WRES
  2.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.3905E-01  2.0344E-01  0.0000E+00  1.7419E-01  0.0000E+00  0.0000E+00
  2.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.2612E-01  2.6901E-01  0.0000E+00  1.6739E-01  0.0000E+00  0.0000E+00
  2.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.1430E-01  5.7419E-01  0.0000E+00  1.6113E-01  0.0000E+00  0.0000E+00
  2.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.0337E-01  3.9153E-01  0.0000E+00  1.5532E-01  0.0000E+00  0.0000E+00
  2.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.0337E-01  5.0345E-01  0.0000E+00  1.5532E-01  0.0000E+00  0.0000E+00
  2.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  2.1364E+00  1.2867E+00  0.0000E+00  1.5952E+00  0.0000E+00  0.0000E+00
  2.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.9807E+00  2.1972E+00  0.0000E+00  1.3938E+00  0.0000E+00  0.0000E+00
  3.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.6884E+00  1.4754E+00  0.0000E+00  1.1028E+00  0.0000E+00  0.0000E+00
  3.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.4417E+00  1.6299E+00  0.0000E+00  8.7289E-01  0.0000E+00  0.0000E+00
  3.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.2472E+00  1.5950E+00  0.0000E+00  7.0194E-01  0.0000E+00  0.0000E+00
  3.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.0948E+00  1.2411E+00  0.0000E+00  5.7549E-01  0.0000E+00  0.0000E+00
  3.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  9.7494E-01  1.0376E+00  0.0000E+00  4.8158E-01  0.0000E+00  0.0000E+00
  3.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  8.8017E-01  4.6571E-01  0.0000E+00  4.1138E-01  0.0000E+00  0.0000E+00
  3.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  8.0467E-01  4.4971E-01  0.0000E+00  3.5846E-01  0.0000E+00  0.0000E+00
  3.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  7.4402E-01  3.5744E-01  0.0000E+00  3.1813E-01  0.0000E+00  0.0000E+00
  3.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.9481E-01  7.7568E-01  0.0000E+00  2.8701E-01  0.0000E+00  0.0000E+00
  3.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.5443E-01  8.1663E-01  0.0000E+00  2.6263E-01  0.0000E+00  0.0000E+00
  4.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.2087E-01  6.7859E-01  0.0000E+00  2.4319E-01  0.0000E+00  0.0000E+00
  4.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.9260E-01  5.0035E-01  0.0000E+00  2.2740E-01  0.0000E+00  0.0000E+00
  4.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.6845E-01  4.8018E-01  0.0000E+00  2.1431E-01  0.0000E+00  0.0000E+00
  4.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.4750E-01  5.9116E-01  0.0000E+00  2.0323E-01  0.0000E+00  0.0000E+00
  4.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.2906E-01  6.5942E-01  0.0000E+00  1.9367E-01  0.0000E+00  0.0000E+00
  4.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.1259E-01  5.2638E-01  0.0000E+00  1.8525E-01  0.0000E+00  0.0000E+00
  4.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.9768E-01  3.5391E-01  0.0000E+00  1.7770E-01  0.0000E+00  0.0000E+00
  4.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.8403E-01  5.8698E-01  0.0000E+00  1.7084E-01  0.0000E+00  0.0000E+00
  4.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.7138E-01  5.1326E-01  0.0000E+00  1.6452E-01  0.0000E+00  0.0000E+00
  4.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.5954E-01  3.8058E-01  0.0000E+00  1.5864E-01  0.0000E+00  0.0000E+00
  5.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.4837E-01  4.2237E-01  0.0000E+00  1.5311E-01  0.0000E+00  0.0000E+00
  5.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.3777E-01  4.9470E-01  0.0000E+00  1.4788E-01  0.0000E+00  0.0000E+00
  5.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  2.1708E+00  9.6645E-01  0.0000E+00  1.5882E+00  0.0000E+00  0.0000E+00
  5.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  2.0150E+00  2.6312E+00  0.0000E+00  1.3873E+00  0.0000E+00  0.0000E+00
  5.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.7225E+00  1.4796E+00  0.0000E+00  1.0965E+00  0.0000E+00  0.0000E+00
  5.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.4754E+00  1.2431E+00  0.0000E+00  8.6694E-01  0.0000E+00  0.0000E+00
  5.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.2805E+00  1.7433E+00  0.0000E+00  6.9625E-01  0.0000E+00  0.0000E+00
  5.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.1276E+00  1.1749E+00  0.0000E+00  5.7002E-01  0.0000E+00  0.0000E+00
  5.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.0072E+00  6.9650E-01  0.0000E+00  4.7632E-01  0.0000E+00  0.0000E+00
  5.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  9.1187E-01  6.3008E-01  0.0000E+00  4.0632E-01  0.0000E+00  0.0000E+00
  6.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  8.3579E-01  8.2799E-01  0.0000E+00  3.5357E-01  0.0000E+00  0.0000E+00
  6.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  7.7455E-01  1.0239E+00  0.0000E+00  3.1342E-01  0.0000E+00  0.0000E+00
  6.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  7.2475E-01  6.6910E-01  0.0000E+00  2.8246E-01  0.0000E+00  0.0000E+00
  6.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.8377E-01  5.1164E-01  0.0000E+00  2.5823E-01  0.0000E+00  0.0000E+00
  6.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.4962E-01  1.0380E+00  0.0000E+00  2.3894E-01  0.0000E+00  0.0000E+00
  6.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.2077E-01  4.0818E-01  0.0000E+00  2.2329E-01  0.0000E+00  0.0000E+00
  6.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.9604E-01  3.1853E-01  0.0000E+00  2.1033E-01  0.0000E+00  0.0000E+00
  6.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.7451E-01  7.8940E-01  0.0000E+00  1.9938E-01  0.0000E+00  0.0000E+00
  6.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.5551E-01  6.9639E-01  0.0000E+00  1.8994E-01  0.0000E+00  0.0000E+00
  6.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.3848E-01  4.1594E-01  0.0000E+00  1.8164E-01  0.0000E+00  0.0000E+00
  7.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.2304E-01  5.2924E-01  0.0000E+00  1.7421E-01  0.0000E+00  0.0000E+00
  7.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.0884E-01  8.7721E-01  0.0000E+00  1.6746E-01  0.0000E+00  0.0000E+00
  7.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.9567E-01  4.6073E-01  0.0000E+00  1.6125E-01  0.0000E+00  0.0000E+00
  7.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.8332E-01  4.3113E-01  0.0000E+00  1.5547E-01  0.0000E+00  0.0000E+00
  7.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.7165E-01  5.0592E-01  0.0000E+00  1.5005E-01  0.0000E+00  0.0000E+00
  7.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.6055E-01  4.8443E-01  0.0000E+00  1.4492E-01  0.0000E+00  0.0000E+00
  7.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  2.1931E+00  2.3607E+00  0.0000E+00  1.5854E+00  0.0000E+00  0.0000E+00
  7.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  2.0368E+00  1.9943E+00  0.0000E+00  1.3845E+00  0.0000E+00  0.0000E+00
  7.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.7438E+00  1.4529E+00  0.0000E+00  1.0938E+00  0.0000E+00  0.0000E+00
  7.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.4963E+00  2.0284E+00  0.0000E+00  8.6434E-01  0.0000E+00  0.0000E+00
  8.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.3009E+00  8.7633E-01  0.0000E+00  6.9373E-01  0.0000E+00  0.0000E+00
  8.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.1476E+00  1.9321E+00  0.0000E+00  5.6759E-01  0.0000E+00  0.0000E+00
  8.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.0268E+00  3.5904E-01  0.0000E+00  4.7397E-01  0.0000E+00  0.0000E+00
  8.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  9.3105E-01  1.4104E+00  0.0000E+00  4.0404E-01  0.0000E+00  0.0000E+00
  8.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  8.5457E-01  5.9781E-01  0.0000E+00  3.5136E-01  0.0000E+00  0.0000E+00
  8.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  7.9293E-01  9.3496E-01  0.0000E+00  3.1128E-01  0.0000E+00  0.0000E+00
  8.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  7.4273E-01  8.7098E-01  0.0000E+00  2.8038E-01  0.0000E+00  0.0000E+00
  8.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  7.0137E-01  5.4888E-01  0.0000E+00  2.5622E-01  0.0000E+00  0.0000E+00
  8.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.6685E-01  3.9458E-01  0.0000E+00  2.3699E-01  0.0000E+00  0.0000E+00
  8.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.3763E-01  7.8399E-01  0.0000E+00  2.2141E-01  0.0000E+00  0.0000E+00
  9.0000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  6.1253E-01  6.7597E-01  0.0000E+00  2.0851E-01  0.0000E+00  0.0000E+00
  9.1000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.9066E-01  5.1038E-01  0.0000E+00  1.9762E-01  0.0000E+00  0.0000E+00
  9.2000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.7131E-01  7.5313E-01  0.0000E+00  1.8824E-01  0.0000E+00  0.0000E+00
  9.3000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.5395E-01  7.2877E-01  0.0000E+00  1.7999E-01  0.0000E+00  0.0000E+00
  9.4000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.3817E-01  4.9889E-01  0.0000E+00  1.7262E-01  0.0000E+00  0.0000E+00
  9.5000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.2366E-01  4.9612E-01  0.0000E+00  1.6592E-01  0.0000E+00  0.0000E+00
  9.6000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  5.1017E-01  4.7313E-01  0.0000E+00  1.5976E-01  0.0000E+00  0.0000E+00
  9.7000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.9751E-01  4.8904E-01  0.0000E+00  1.5403E-01  0.0000E+00  0.0000E+00
  9.8000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.8554E-01  5.1071E-01  0.0000E+00  1.4865E-01  0.0000E+00  0.0000E+00
  9.9000E+01  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  4.7414E-01  1.2182E-01  0.0000E+00  1.4356E-01  0.0000E+00  0.0000E+00
  1.0000E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  2.2064E+00  3.9928E+00  0.0000E+00  1.5841E+00  0.0000E+00  0.0000E+00
  1.0100E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  2.0499E+00  1.5623E+00  0.0000E+00  1.3832E+00  0.0000E+00  0.0000E+00
  1.0200E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.7566E+00  2.1457E+00  0.0000E+00  1.0926E+00  0.0000E+00  0.0000E+00
  1.0300E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.5088E+00  1.3404E+00  0.0000E+00  8.6315E-01  0.0000E+00  0.0000E+00
  1.0400E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.3131E+00  1.8804E+00  0.0000E+00  6.9258E-01  0.0000E+00  0.0000E+00
  1.0500E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.1595E+00  6.8168E-01  0.0000E+00  5.6647E-01  0.0000E+00  0.0000E+00
  1.0600E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  1.0385E+00  7.8674E-01  0.0000E+00  4.7289E-01  0.0000E+00  0.0000E+00
  1.0700E+02  2.1666E+00  7.5729E+01  1.5006E+02  1.3978E+01  2.1666E+00  6.5561E+01  1.5006E+02  6.6268E+00  8.4865E+00  9.4249E-01  9.7165E-01  0.0000E+00  4.0299E-01  0.0000E+00  0.0000E+00
