  1.9816E-01  5.2523E-01
  1.6302E-01  4.6554E-01
  1.3411E-01  4.1263E-01
  1.1033E-01  3.6574E-01
  9.0764E-02  3.2417E-01
  7.4668E-02  2.8733E-01
  6.1427E-02  2.5468E-01
  5.0534E-02  2.2573E-01
  4.1572E-02  2.0008E-01
  3.4200E-02  1.7734E-01
  2.8135E-02  1.5719E-01
  2.3146E-02  1.3932E-01
  1.9041E-02  1.2349E-01
  1.5665E-02  1.0945E-01
  1.3172E+00  1.6257E+00
  1.1445E+00  1.5466E+00
  9.4440E-01  1.3782E+00
  7.7706E-01  1.2220E+00
  6.3927E-01  1.0832E+00
  5.2590E-01  9.6010E-01
  4.3264E-01  8.5099E-01
  3.5592E-01  7.5427E-01
  2.9280E-01  6.6855E-01
  2.4088E-01  5.9257E-01
  1.9816E-01  5.2523E-01
  1.6302E-01  4.6554E-01
  1.3411E-01  4.1263E-01
  1.1033E-01  3.6573E-01
  9.0764E-02  3.2417E-01
  7.4668E-02  2.8733E-01
  6.1427E-02  2.5467E-01
  5.0534E-02  2.2573E-01
  4.1572E-02  2.0008E-01
  3.4200E-02  1.7734E-01
  2.8135E-02  1.5718E-01
  2.3146E-02  1.3932E-01
  1.9041E-02  1.2349E-01
  1.5665E-02  1.0945E-01
  1.3172E+00  1.6257E+00
  1.1445E+00  1.5466E+00
  9.4440E-01  1.3782E+00
  7.7706E-01  1.2220E+00
  6.3927E-01  1.0832E+00
  5.2590E-01  9.6010E-01
  4.3264E-01  8.5099E-01
  3.5592E-01  7.5427E-01
  2.9280E-01  6.6855E-01
  2.4088E-01  5.9257E-01
  1.9816E-01  5.2523E-01
  1.6302E-01  4.6554E-01
  1.3411E-01  4.1263E-01
  1.1033E-01  3.6573E-01
  9.0764E-02  3.2417E-01
  7.4668E-02  2.8733E-01
  6.1427E-02  2.5467E-01
  5.0534E-02  2.2573E-01
  4.1572E-02  2.0008E-01
  3.4200E-02  1.7734E-01
  2.8135E-02  1.5718E-01
  2.3146E-02  1.3932E-01
  1.9041E-02  1.2349E-01
  1.5665E-02  1.0945E-01
